ep 381, loss: 26.00, 6400 train 81.91%, 1600 test 80.31% 
ep 382, loss: 25.97, 6400 train 82.14%, 1600 test 80.19% 
ep 383, loss: 25.82, 6400 train 82.11%, 1600 test 81.06% 
ep 384, loss: 25.95, 6400 train 81.53%, 1600 test 80.69% 
ep 385, loss: 24.97, 6400 train 82.70%, 1600 test 81.38% 
ep 386, loss: 26.07, 6400 train 81.44%, 1600 test 80.19% 
ep 387, loss: 24.61, 6400 train 82.62%, 1600 test 80.31% 
ep 388, loss: 25.52, 6400 train 82.08%, 1600 test 82.75% 
ep 389, loss: 26.72, 6400 train 80.98%, 1600 test 80.88% 
ep 390, loss: 25.76, 6400 train 81.86%, 1600 test 81.81% 
ep 391, loss: 26.08, 6400 train 82.00%, 1600 test 80.75% 
ep 392, loss: 26.83, 6400 train 81.30%, 1600 test 82.75% 
ep 393, loss: 25.42, 6400 train 82.89%, 1600 test 80.94% 
ep 394, loss: 27.04, 6400 train 81.89%, 1600 test 80.81% 
ep 395, loss: 26.17, 6400 train 82.14%, 1600 test 80.75% 
ep 396, loss: 25.02, 6400 train 82.41%, 1600 test 82.12% 
ep 397, loss: 25.71, 6400 train 82.28%, 1600 test 81.12% 
ep 398, loss: 25.60, 6400 train 82.22%, 1600 test 82.00% 
ep 399, loss: 25.89, 6400 train 81.81%, 1600 test 77.00% 
ep 400, loss: 25.56, 6400 train 82.67%, 1600 test 82.62% 
ep 401, loss: 25.90, 6400 train 82.08%, 1600 test 81.94% 
ep 402, loss: 25.89, 6400 train 81.41%, 1600 test 81.88% 
ep 403, loss: 25.65, 6400 train 82.16%, 1600 test 80.44% 
ep 404, loss: 24.42, 6400 train 82.80%, 1600 test 82.19% 
ep 405, loss: 24.97, 6400 train 82.70%, 1600 test 82.31% 
ep 406, loss: 25.22, 6400 train 82.44%, 1600 test 80.69% 
ep 407, loss: 25.25, 6400 train 82.25%, 1600 test 81.19% 
ep 408, loss: 24.83, 6400 train 82.31%, 1600 test 82.00% 
ep 409, loss: 25.17, 6400 train 82.62%, 1600 test 81.88% 
ep 410, loss: 25.83, 6400 train 81.75%, 1600 test 81.81% 
ep 411, loss: 24.79, 6400 train 82.91%, 1600 test 82.00% 
ep 412, loss: 25.61, 6400 train 82.02%, 1600 test 81.44% 
ep 413, loss: 25.44, 6400 train 82.14%, 1600 test 81.75% 
ep 414, loss: 25.51, 6400 train 82.14%, 1600 test 81.44% 
ep 415, loss: 25.49, 6400 train 82.62%, 1600 test 82.44% 
ep 416, loss: 26.04, 6400 train 81.80%, 1600 test 79.06% 
ep 417, loss: 25.42, 6400 train 82.52%, 1600 test 81.25% 
ep 418, loss: 25.94, 6400 train 81.61%, 1600 test 82.12% 
ep 419, loss: 24.96, 6400 train 83.20%, 1600 test 79.88% 
ep 420, loss: 24.72, 6400 train 82.66%, 1600 test 80.12% 
ep 421, loss: 25.19, 6400 train 82.70%, 1600 test 81.69% 
ep 422, loss: 24.95, 6400 train 82.08%, 1600 test 82.38% 
ep 423, loss: 24.98, 6400 train 83.06%, 1600 test 78.75% 
ep 424, loss: 25.12, 6400 train 82.92%, 1600 test 82.25% 
ep 425, loss: 24.05, 6400 train 83.48%, 1600 test 80.88% 
ep 426, loss: 25.37, 6400 train 82.25%, 1600 test 79.31% 
ep 427, loss: 24.95, 6400 train 82.69%, 1600 test 79.56% 
ep 428, loss: 25.92, 6400 train 81.89%, 1600 test 81.75% 
ep 429, loss: 24.28, 6400 train 83.97%, 1600 test 82.44% 
ep 430, loss: 25.85, 6400 train 81.83%, 1600 test 82.56% 
ep 431, loss: 24.78, 6400 train 82.30%, 1600 test 81.75% 
ep 432, loss: 24.33, 6400 train 83.52%, 1600 test 83.81% 
ep 433, loss: 24.34, 6400 train 83.16%, 1600 test 79.56% 
ep 434, loss: 25.24, 6400 train 82.61%, 1600 test 81.44% 
ep 435, loss: 24.53, 6400 train 83.00%, 1600 test 81.81% 
ep 436, loss: 24.37, 6400 train 82.69%, 1600 test 79.88% 
ep 437, loss: 25.02, 6400 train 82.20%, 1600 test 81.75% 
ep 438, loss: 25.16, 6400 train 82.64%, 1600 test 81.81% 
ep 439, loss: 24.49, 6400 train 82.61%, 1600 test 79.56% 
ep 440, loss: 24.97, 6400 train 82.69%, 1600 test 83.50% 
ep 441, loss: 24.14, 6400 train 83.05%, 1600 test 82.12% 
ep 442, loss: 24.51, 6400 train 83.48%, 1600 test 81.12% 
ep 443, loss: 25.88, 6400 train 82.22%, 1600 test 79.69% 
ep 444, loss: 25.55, 6400 train 81.77%, 1600 test 81.62% 
ep 445, loss: 24.20, 6400 train 83.42%, 1600 test 83.50% 
ep 446, loss: 23.56, 6400 train 83.83%, 1600 test 82.25% 
ep 447, loss: 24.52, 6400 train 82.97%, 1600 test 80.12% 
ep 448, loss: 24.45, 6400 train 83.50%, 1600 test 80.94% 
ep 449, loss: 24.35, 6400 train 82.94%, 1600 test 80.25% 
ep 450, loss: 24.29, 6400 train 83.56%, 1600 test 82.12% 
ep 451, loss: 24.32, 6400 train 82.81%, 1600 test 81.19% 
ep 452, loss: 24.67, 6400 train 83.08%, 1600 test 81.31% 
ep 453, loss: 24.84, 6400 train 82.66%, 1600 test 81.00% 
ep 454, loss: 23.94, 6400 train 84.06%, 1600 test 81.94% 
ep 455, loss: 24.11, 6400 train 82.95%, 1600 test 79.75% 
ep 456, loss: 25.28, 6400 train 82.61%, 1600 test 81.25% 
ep 457, loss: 25.52, 6400 train 82.27%, 1600 test 79.94% 
ep 458, loss: 24.58, 6400 train 82.95%, 1600 test 81.62% 
ep 459, loss: 23.78, 6400 train 83.75%, 1600 test 82.06% 
ep 460, loss: 24.86, 6400 train 82.08%, 1600 test 82.38% 
ep 461, loss: 25.06, 6400 train 82.31%, 1600 test 81.88% 
ep 462, loss: 24.73, 6400 train 82.14%, 1600 test 81.50% 
ep 463, loss: 24.90, 6400 train 82.92%, 1600 test 82.31% 
ep 464, loss: 25.52, 6400 train 82.33%, 1600 test 81.50% 
ep 465, loss: 25.16, 6400 train 82.83%, 1600 test 82.31% 
ep 466, loss: 24.51, 6400 train 83.23%, 1600 test 79.38% 
ep 467, loss: 23.70, 6400 train 83.64%, 1600 test 83.06% 
ep 468, loss: 24.00, 6400 train 83.19%, 1600 test 82.19% 
ep 469, loss: 24.55, 6400 train 83.34%, 1600 test 82.19% 
ep 470, loss: 25.03, 6400 train 82.39%, 1600 test 80.94% 
ep 471, loss: 25.13, 6400 train 83.22%, 1600 test 82.44% 
ep 472, loss: 24.88, 6400 train 82.94%, 1600 test 82.31% 
ep 473, loss: 23.77, 6400 train 84.09%, 1600 test 82.25% 
ep 474, loss: 24.41, 6400 train 83.53%, 1600 test 79.19% 
ep 475, loss: 23.75, 6400 train 83.64%, 1600 test 82.88% 
ep 476, loss: 25.33, 6400 train 81.69%, 1600 test 81.62% 
ep 477, loss: 24.31, 6400 train 83.14%, 1600 test 82.00% 
ep 478, loss: 24.58, 6400 train 82.84%, 1600 test 81.12% 
ep 479, loss: 23.66, 6400 train 83.45%, 1600 test 79.81% 
ep 480, loss: 24.82, 6400 train 82.98%, 1600 test 81.06% 
ep 481, loss: 23.33, 6400 train 83.41%, 1600 test 83.69% 
ep 482, loss: 24.09, 6400 train 83.17%, 1600 test 83.12% 
ep 483, loss: 23.04, 6400 train 83.97%, 1600 test 83.50% 
ep 484, loss: 24.38, 6400 train 82.64%, 1600 test 82.50% 
ep 485, loss: 24.01, 6400 train 83.55%, 1600 test 82.94% 
ep 486, loss: 24.32, 6400 train 83.23%, 1600 test 81.31% 
ep 487, loss: 23.17, 6400 train 83.84%, 1600 test 80.88% 
ep 488, loss: 24.31, 6400 train 83.27%, 1600 test 82.38% 
ep 489, loss: 24.52, 6400 train 83.17%, 1600 test 80.38% 
ep 490, loss: 24.06, 6400 train 82.94%, 1600 test 80.44% 
ep 491, loss: 23.53, 6400 train 83.84%, 1600 test 81.56% 
ep 492, loss: 23.66, 6400 train 83.39%, 1600 test 80.69% 
ep 493, loss: 23.50, 6400 train 83.62%, 1600 test 79.94% 
ep 494, loss: 24.30, 6400 train 83.38%, 1600 test 83.50% 
ep 495, loss: 24.21, 6400 train 83.25%, 1600 test 81.81% 
ep 496, loss: 23.27, 6400 train 83.50%, 1600 test 82.44% 
ep 497, loss: 22.85, 6400 train 84.45%, 1600 test 82.19% 
ep 498, loss: 23.17, 6400 train 83.23%, 1600 test 79.94% 
ep 499, loss: 22.94, 6400 train 83.78%, 1600 test 81.25% 
ep 500, loss: 23.41, 6400 train 83.89%, 1600 test 82.81% 
ep 501, loss: 23.54, 6400 train 83.89%, 1600 test 81.31% 
ep 502, loss: 23.50, 6400 train 83.95%, 1600 test 80.50% 
ep 503, loss: 23.86, 6400 train 82.97%, 1600 test 82.06% 
ep 504, loss: 23.77, 6400 train 83.53%, 1600 test 82.88% 
ep 505, loss: 24.33, 6400 train 83.03%, 1600 test 81.50% 
ep 506, loss: 24.27, 6400 train 82.55%, 1600 test 81.94% 
ep 507, loss: 24.67, 6400 train 82.81%, 1600 test 81.56% 
ep 508, loss: 23.19, 6400 train 84.14%, 1600 test 81.12% 
ep 509, loss: 24.00, 6400 train 83.56%, 1600 test 81.06% 
ep 510, loss: 22.63, 6400 train 83.80%, 1600 test 83.25% 
ep 511, loss: 23.13, 6400 train 83.22%, 1600 test 82.81% 
ep 512, loss: 23.51, 6400 train 83.92%, 1600 test 81.50% 
ep 513, loss: 24.48, 6400 train 82.81%, 1600 test 81.50% 
ep 514, loss: 23.21, 6400 train 84.34%, 1600 test 83.56% 
ep 515, loss: 22.99, 6400 train 84.16%, 1600 test 82.00% 
ep 516, loss: 24.09, 6400 train 83.08%, 1600 test 81.62% 
ep 517, loss: 24.13, 6400 train 83.52%, 1600 test 81.94% 
ep 518, loss: 23.00, 6400 train 83.98%, 1600 test 81.06% 
ep 519, loss: 23.79, 6400 train 83.55%, 1600 test 81.75% 
ep 520, loss: 23.00, 6400 train 83.97%, 1600 test 82.56% 
ep 521, loss: 24.08, 6400 train 82.78%, 1600 test 79.88% 
ep 522, loss: 24.17, 6400 train 83.28%, 1600 test 82.06% 
ep 523, loss: 23.72, 6400 train 83.56%, 1600 test 78.50% 
ep 524, loss: 23.66, 6400 train 83.83%, 1600 test 83.56% 
ep 525, loss: 23.09, 6400 train 84.28%, 1600 test 80.44% 
ep 526, loss: 22.80, 6400 train 84.06%, 1600 test 82.81% 
ep 527, loss: 24.18, 6400 train 83.58%, 1600 test 81.19% 
ep 528, loss: 22.70, 6400 train 84.47%, 1600 test 81.94% 
ep 529, loss: 23.42, 6400 train 83.77%, 1600 test 80.31% 
ep 530, loss: 22.78, 6400 train 83.89%, 1600 test 81.62% 
ep 531, loss: 23.86, 6400 train 83.45%, 1600 test 81.62% 
ep 532, loss: 24.67, 6400 train 82.91%, 1600 test 81.00% 
ep 533, loss: 22.09, 6400 train 84.34%, 1600 test 82.25% 
ep 534, loss: 23.44, 6400 train 84.08%, 1600 test 83.56% 
ep 535, loss: 22.91, 6400 train 84.19%, 1600 test 79.75% 
ep 536, loss: 23.62, 6400 train 83.59%, 1600 test 81.94% 
ep 537, loss: 23.40, 6400 train 83.67%, 1600 test 83.25% 
ep 538, loss: 23.47, 6400 train 83.88%, 1600 test 83.44% 
ep 539, loss: 23.51, 6400 train 83.75%, 1600 test 79.00% 
ep 540, loss: 22.67, 6400 train 83.98%, 1600 test 82.25% 
ep 541, loss: 23.35, 6400 train 83.53%, 1600 test 83.88% 
ep 542, loss: 23.44, 6400 train 82.98%, 1600 test 80.81% 
ep 543, loss: 22.68, 6400 train 84.17%, 1600 test 82.56% 
ep 544, loss: 23.38, 6400 train 83.69%, 1600 test 83.44% 
ep 545, loss: 23.72, 6400 train 83.58%, 1600 test 82.50% 
ep 546, loss: 22.62, 6400 train 83.78%, 1600 test 81.88% 
ep 547, loss: 22.55, 6400 train 84.34%, 1600 test 82.56% 
ep 548, loss: 23.72, 6400 train 83.27%, 1600 test 82.94% 
ep 549, loss: 23.47, 6400 train 84.05%, 1600 test 80.81% 
ep 550, loss: 23.46, 6400 train 83.88%, 1600 test 83.94% 
ep 551, loss: 21.95, 6400 train 84.59%, 1600 test 80.81% 
ep 552, loss: 23.78, 6400 train 83.33%, 1600 test 83.50% 
ep 553, loss: 22.47, 6400 train 84.48%, 1600 test 82.62% 
ep 554, loss: 25.07, 6400 train 82.23%, 1600 test 80.44% 
ep 555, loss: 21.96, 6400 train 84.91%, 1600 test 82.56% 
ep 556, loss: 22.38, 6400 train 84.80%, 1600 test 81.25% 
ep 557, loss: 22.43, 6400 train 84.14%, 1600 test 82.69% 
ep 558, loss: 23.77, 6400 train 83.61%, 1600 test 82.62% 
ep 559, loss: 24.00, 6400 train 84.02%, 1600 test 80.19% 
ep 560, loss: 23.56, 6400 train 83.39%, 1600 test 82.44% 
ep 561, loss: 22.95, 6400 train 83.88%, 1600 test 82.75% 
ep 562, loss: 21.85, 6400 train 84.59%, 1600 test 82.94% 
ep 563, loss: 22.72, 6400 train 84.53%, 1600 test 81.50% 
ep 564, loss: 22.09, 6400 train 83.84%, 1600 test 78.81% 
ep 565, loss: 23.20, 6400 train 84.03%, 1600 test 83.00% 
ep 566, loss: 24.21, 6400 train 83.23%, 1600 test 81.81% 
ep 567, loss: 23.76, 6400 train 84.23%, 1600 test 80.94% 
ep 568, loss: 22.39, 6400 train 84.89%, 1600 test 81.81% 
ep 569, loss: 22.24, 6400 train 84.55%, 1600 test 82.19% 
ep 570, loss: 23.05, 6400 train 83.83%, 1600 test 81.69% 
ep 571, loss: 23.24, 6400 train 83.70%, 1600 test 83.50% 
ep 572, loss: 23.39, 6400 train 83.94%, 1600 test 81.88% 
ep 573, loss: 23.30, 6400 train 84.17%, 1600 test 80.50% 
ep 574, loss: 22.49, 6400 train 84.53%, 1600 test 81.88% 
ep 575, loss: 22.93, 6400 train 83.94%, 1600 test 82.69% 
ep 576, loss: 23.99, 6400 train 83.31%, 1600 test 81.62% 
ep 577, loss: 23.62, 6400 train 83.73%, 1600 test 81.25% 
ep 578, loss: 22.03, 6400 train 84.09%, 1600 test 83.12% 
ep 579, loss: 23.24, 6400 train 83.58%, 1600 test 83.38% 
ep 580, loss: 22.36, 6400 train 83.89%, 1600 test 82.19% 
ep 581, loss: 21.57, 6400 train 84.67%, 1600 test 81.25% 
ep 582, loss: 23.64, 6400 train 84.06%, 1600 test 82.69% 
, 400 test 23.25% 
, 400 test 27.50% 
, 400 test 37.75% 
, 400 test 29.75% 
, 400 test 41.25% 
, 400 test 35.50% 
, 400 test 39.00% 
, 400 test 29.50% 
, 400 test 33.00% 
, 400 test 41.00% 
, 400 test 37.75% 
, 400 test 34.50% 
, 400 test 42.50% 
, 400 test 36.25% 
, 400 test 35.00% 
, 400 test 45.75% 
, 400 test 31.50% 
, 400 test 35.50% 
, 400 test 41.25% 
, 400 test 47.75% 
, 400 test 50.25% 
, 400 test 52.75% 
, 400 test 52.75% 
, 400 test 57.00% 
, 400 test 43.75% 
, 400 test 52.00% 
, 400 test 56.25% 
, 400 test 56.00% 
, 400 test 60.00% 
, 400 test 56.75% 
, 400 test 53.50% 
, 400 test 61.50% 
, 400 test 59.00% 
, 400 test 52.50% 
, 400 test 66.25% 
, 400 test 61.75% 
, 400 test 60.75% 
, 400 test 57.25% 
, 400 test 66.75% 
, 400 test 49.50% 
, 400 test 58.75% 
, 400 test 67.25% 
, 400 test 61.50% 
, 400 test 64.00% 
, 400 test 65.50% 
, 400 test 68.75% 
, 400 test 66.00% 
, 400 test 68.75% 
, 400 test 70.00% 
, 400 test 67.50% 
, 400 test 70.25% 
, 400 test 73.25% 
, 400 test 70.75% 
, 400 test 70.75% 
, 400 test 72.25% 
, 400 test 67.00% 
, 400 test 71.25% 
, 400 test 67.75% 
, 400 test 75.50% 
, 400 test 73.00% 
, 400 test 76.25% 
, 400 test 72.25% 
, 400 test 75.75% 
, 400 test 75.00% 
, 400 test 70.75% 
, 400 test 74.25% 
, 400 test 73.25% 
, 400 test 73.25% 
, 400 test 71.25% 
, 400 test 73.75% 
, 400 test 74.50% 
, 400 test 76.50% 
, 400 test 76.75% 
, 400 test 76.25% 
, 400 test 74.25% 
, 400 test 74.75% 
, 400 test 77.00% 
, 400 test 75.50% 
, 400 test 75.00% 
, 400 test 72.50% 
, 400 test 75.00% 
, 400 test 79.25% 
, 400 test 75.75% 
, 400 test 77.00% 
, 400 test 78.00% 
, 400 test 76.50% 
, 400 test 80.00% 
, 400 test 77.00% 
, 400 test 80.00% 
, 400 test 77.50% 
, 400 test 78.00% 
, 400 test 80.00% 
, 400 test 82.50% 
, 400 test 79.00% 
, 400 test 79.00% 
, 400 test 74.00% 
, 400 test 78.75% 
, 400 test 78.50% 
, 400 test 78.75% 
, 400 test 74.75% 
, 400 test 77.25% 
, 400 test 77.50% 
, 400 test 80.00% 
, 400 test 80.75% 
, 400 test 80.25% 
, 400 test 77.75% 
, 400 test 81.75% 
, 400 test 77.50% 
, 400 test 80.25% 
, 400 test 81.00% 
, 400 test 77.25% 
, 400 test 78.50% 
, 400 test 79.75% 
, 400 test 80.00% 
, 400 test 80.75% 
, 400 test 80.00% 
, 400 test 80.25% 
, 400 test 80.25% 
, 400 test 81.75% 
, 400 test 79.25% 
, 400 test 79.50% 
, 400 test 80.00% 
, 400 test 80.00% 
, 400 test 80.00% 
, 400 test 82.75% 
, 400 test 80.00% 
, 400 test 79.00% 
, 400 test 80.00% 
, 400 test 80.00% 
, 400 test 85.50% 
, 400 test 83.00% 
, 400 test 80.50% 
, 400 test 78.25% 
, 400 test 78.00% 
, 400 test 79.75% 
, 400 test 83.50% 
, 400 test 74.00% 
, 400 test 80.25% 
, 400 test 81.25% 
, 400 test 83.50% 
, 400 test 80.25% 
, 400 test 80.25% 
, 400 test 80.75% 
, 400 test 77.25% 
, 400 test 82.00% 
, 400 test 82.00% 
, 400 test 79.00% 
, 400 test 81.75% 
, 400 test 81.50% 
, 400 test 82.25% 
, 400 test 80.00% 
, 400 test 79.50% 
, 400 test 77.50% 
, 400 test 82.00% 
, 400 test 82.00% 
, 400 test 80.25% 
, 400 test 81.75% 
, 400 test 82.50% 
, 400 test 80.00% 
, 400 test 81.25% 
, 400 test 82.75% 
, 400 test 83.75% 
, 400 test 81.50% 
, 400 test 78.75% 
, 400 test 82.00% 
, 400 test 82.75% 
, 400 test 78.50% 
, 400 test 80.00% 
, 400 test 82.00% 
, 400 test 81.50% 
, 400 test 83.75% 
, 400 test 24.75% 
, 400 test 34.75% 
, 400 test 39.00% 
